法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
政令,平成七年政令第二百九号,平成七年度における旧令による共済組合等からの年金受給者のための特別措置法等の規定による年金の額の改定に関する政令,へいせいななねんどにおけるきゅうれいによるきょうさいくみあいとうからのねんきんじゅきゅうしゃのためのとくべつそちほうとうのきていによるねんきんのがくのかいていにかんするせいれい,,平成七年五月十九日,平成２７年８月１日（基準日）現在のデータ,,,,,407CO0000000209,https://elaws.e-gov.go.jp/document?lawid=407CO0000000209_20150801_000000000000000,,
政令,平成七年政令第二百十九号,平成七年度における私立学校教職員共済組合からの旧法の規定による年金等の額の改定に関する政令,へいせいななねんどにおけるしりつがっこうきょうしょくいんきょうさいくみあいからのきゅうほうのきていによるねんきんとうのがくのかいていにかんするせいれい,,平成七年五月二十四日,平成２７年８月１日（基準日）現在のデータ,,,,,407CO0000000219,https://elaws.e-gov.go.jp/document?lawid=407CO0000000219_20150801_000000000000000,,
政令,平成七年政令第二百五十二号,沖縄県における駐留軍用地跡地の有効かつ適切な利用の推進に関する特別措置法施行令,おきなわけんにおけるちゅうりゅうぐんようちあとちのゆうこうかつてきせつなりようのすいしんにかんするとくべつそちほうせこうれい,,平成七年六月十六日,沖縄県における駐留軍用地跡地の有効かつ適切な利用の推進に関する特別措置法施行令の一部を改正する政令,平成三十年政令第十七号,平成三十年一月三十一日,平成三十年一月三十一日,,407CO0000000252,https://elaws.e-gov.go.jp/document?lawid=407CO0000000252_20180131_430CO0000000017,,
政令,平成七年政令第二百五十六号,電線共同溝の整備等に関する特別措置法施行令,でんせんきょうどうこうのせいびとうにかんするとくべつそちほうせこうれい,,平成七年六月二十一日,平成２７年８月１日（基準日）現在のデータ,,,,,407CO0000000256,https://elaws.e-gov.go.jp/document?lawid=407CO0000000256_20150801_000000000000000,,
政令,平成七年政令第二百九十五号,地震防災対策特別措置法施行令,じしんぼうさいたいさくとくべつそちほうせこうれい,,平成七年七月十四日,独立行政法人に係る改革を推進するための厚生労働省関係法律の整備等に関する法律の施行に伴う関係政令の整備等及び経過措置に関する政令,平成二十八年政令第七十八号,平成二十八年三月二十五日,平成二十八年四月一日,,407CO0000000295,https://elaws.e-gov.go.jp/document?lawid=407CO0000000295_20160401_428CO0000000078,,
政令,平成七年政令第二百九十六号,地震調査研究推進本部令,じしんちょうさけんきゅうすいしんほんぶれい,,平成七年七月十四日,平成２７年８月１日（基準日）現在のデータ,,,,,407CO0000000296,https://elaws.e-gov.go.jp/document?lawid=407CO0000000296_20150801_000000000000000,,
政令,平成七年政令第三百十七号,サリン等による人身被害の防止に関する法律の規定による規制等に係る物質を定める政令,さりんとうによるじんしんひがいのぼうしにかんするほうりつのきていによるきせいとうにかかるぶっしつをさだめるせいれい,,平成七年八月十一日,平成２７年８月１日（基準日）現在のデータ,,,,,407CO0000000317,https://elaws.e-gov.go.jp/document?lawid=407CO0000000317_20150801_000000000000000,,
政令,平成七年政令第三百二十六号,古物営業法施行令,こぶつえいぎょうほうせこうれい,,平成七年九月八日,古物営業法施行令及び地方公共団体の手数料の標準に関する政令の一部を改正する政令,令和元年政令第百六十六号,令和元年十一月二十二日,令和二年四月一日,,407CO0000000326,https://elaws.e-gov.go.jp/document?lawid=407CO0000000326_20200401_501CO0000000166,,
政令,平成七年政令第三百二十七号,平成七年六月二日から七月二十三日までの間の豪雨についての激甚災害の指定及びこれに対し適用すべき措置の指定に関する政令,へいせいななねんろくがつふつかからしちがつにじゅうみっかまでのあいだのごううについてのげきじんさいがいのしていおよびこれにたいしてきようすべきそちのしていにかんするせいれい,,平成七年九月八日,平成２７年８月１日（基準日）現在のデータ,,,,,407CO0000000327,https://elaws.e-gov.go.jp/document?lawid=407CO0000000327_20150801_000000000000000,,
政令,平成七年政令第三百五十七号,農産物検査法施行令,のうさんぶつけんさほうせこうれい,,平成七年十月十八日,農地法施行令及び農産物検査法施行令の一部を改正する政令,平成二十六年政令第四百五号,平成二十六年十二月十九日,平成二十八年四月一日,,407CO0000000357,https://elaws.e-gov.go.jp/document?lawid=407CO0000000357_20160401_426CO0000000405,,
政令,平成七年政令第三百七十二号,地方公共団体の物品等又は特定役務の調達手続の特例を定める政令,ちほうこうきょうだんたいのぶっぴんとうまたはとくていえきむのちょうたつてつづきのとくれいをさだめるせいれい,,平成七年十一月一日,地方公共団体の物品等又は特定役務の調達手続の特例を定める政令の一部を改正する政令,平成三十年政令第三百五十三号,平成三十年十二月二十七日,令和二年二月二日,,407CO0000000372,https://elaws.e-gov.go.jp/document?lawid=407CO0000000372_20200202_430CO0000000353,,
政令,平成七年政令第三百九十六号,細菌兵器（生物兵器）及び毒素兵器の開発、生産及び貯蔵の禁止並びに廃棄に関する条約等の実施に関する法律施行令,さいきんへいき（せいぶつへいき）およびどくそへいきのかいはつ、せいさんおよびちょぞうのきんしならびにはいきにかんするじょうやくとうのじっしにかんするほうりつせこうれい,,平成七年十二月一日,平成２７年８月１日（基準日）現在のデータ,,,,,407CO0000000396,https://elaws.e-gov.go.jp/document?lawid=407CO0000000396_20150801_000000000000000,,
政令,平成七年政令第四百八号,地方自治法第二百五十二条の二十二第一項の中核市の指定に関する政令,ちほうじちほうだいにひゃくごじゅうにじょうのにじゅうにだいいっこうのちゅうかくしのしていにかんするせいれい,,平成七年十二月八日,地方自治法第二百五十二条の二十二第一項の中核市の指定に関する政令の一部を改正する政令,令和元年政令第百五十七号,令和元年十一月十三日,令和二年四月一日,,407CO0000000408,https://elaws.e-gov.go.jp/document?lawid=407CO0000000408_20200401_501CO0000000157,,
政令,平成七年政令第四百九号,中小企業退職金共済法の一部を改正する法律の一部の施行に伴う経過措置に関する政令,ちゅうしょうきぎょうたいしょくきんきょうさいほうのいちぶをかいせいするほうりつのいちぶのせこうにともなうけいかそちにかんするせいれい,,平成七年十二月十三日,平成２７年８月１日（基準日）現在のデータ,,,,,407CO0000000409,https://elaws.e-gov.go.jp/document?lawid=407CO0000000409_20150801_000000000000000,,
政令,平成七年政令第四百十一号,容器包装に係る分別収集及び再商品化の促進等に関する法律施行令,ようきほうそうにかかるふんべつしゅうしゅうおよびさいしょうひんかのそくしんとうにかんするほうりつせこうれい,,平成七年十二月十四日,廃棄物の処理及び清掃に関する法律施行令等の一部を改正する政令,令和元年政令第八十八号,令和元年九月六日,令和元年十二月十四日,,407CO0000000411,https://elaws.e-gov.go.jp/document?lawid=407CO0000000411_20191214_501CO0000000088,,
